Accession	Virus	Strain	Author	Publication_Title	Journal	Database
GU131703	Dengue (denv1)	DENV_1/VN/BID_V3868/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131800	Dengue (denv1)	DENV_1/VN/BID_V4043/2008	?			Genbank
KC759167	Dengue (denv1)	DF1203	Zhang et al	Genomic characterization of a dengue-1 virus isolated in Fujian province, 2012	Unpublished	Genbank
HM181936	Dengue (denv1)	DENV_1/KH/BID_V4234/2006	Henn et al	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KY849743	Dengue (denv1)	SV594	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849720	Dengue (denv1)	SV437	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KF887994	Dengue (denv1)	DENV_1/8/Thailand/01/2013	Plyasunova et al	Genetic variability of dengue virus isolates in Russian travellers returned from Southeast Asia	Unpublished	Genbank
GU131895	Dengue (denv1)	DENV_1/IPC/BID_V3787/2009	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KC131141	Dengue (denv1)	ZH415	Lin et al	Complete Genome Sequencing of Dengue Virus Type I and Type II from Zhuhai city, China in 2012	Unpublished	Genbank
KC131140	Dengue (denv1)	ZH398	Lin et al	Complete Genome Sequencing of Dengue Virus Type I and Type II from Zhuhai city, China in 2012	Unpublished	Genbank
KX380798	Dengue (denv1)	D1/SG/CT9/2012	?			Genbank
MG877552	Dengue (denv1)	Laos2012	Fontaine et al	Epidemiological significance of dengue virus genetic variation in mosquito infection dynamics	PLoS Pathog. 14 (7), e1007187 (2018)	Genbank
MG877554	Dengue (denv1)	Thai2012	Fontaine et al	Epidemiological significance of dengue virus genetic variation in mosquito infection dynamics	PLoS Pathog. 14 (7), e1007187 (2018)	Genbank
FJ196843	Dengue (denv1)	GD01/06	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
FJ176780	Dengue (denv1)	DEN1/GZ/XNC	Chen et al	The origin of dengue viruses caused the DF outbreak in Guangdong province, China, in 2006	Infect. Genet. Evol. 11 (5), 1183-1187 (2011)	Genbank
GQ199771	Dengue (denv1)	DENV_1/VN/BID_V2687/2006	?			Genbank
GQ199776	Dengue (denv1)	DENV_1/VN/BID_V2751/2007	?			Genbank
GU131716	Dengue (denv1)	DENV_1/VN/BID_V3886/2008	?			Genbank
GU131707	Dengue (denv1)	DENV_1/VN/BID_V3872/2008	?			Genbank
GU131693	Dengue (denv1)	DENV_1/VN/BID_V3857/2008	?			Genbank
FJ410263	Dengue (denv1)	DENV_1/VN/BID_V1940/2008	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ461341	Dengue (denv1)	DENV_1/VN/BID_V1977/2008	Henn et al	Direct Submission	Submitted (07-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199829	Dengue (denv1)	DENV_1/VN/BID_V2824/2007	?			Genbank
MF033199	Dengue (denv1)	V21285	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
FJ432737	Dengue (denv1)	DENV_1/VN/BID_V1798/2007	Henn et al	Direct Submission	Submitted (29-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
AB608786	Dengue (denv1)	NDF30	Chu et al	Spatiotemporal dynamics and epistatic interaction sites in dengue virus type 1: a comprehensive sequence-based analysis	PLoS ONE 8 (9), E74165 (2013)	Genbank
EU482496	Dengue (denv1)	DENV_1/VN/BID_V951/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482529	Dengue (denv1)	DENV_1/VN/BID_V985/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024444	Dengue (denv1)	DENV_1/VN/BID_V1628/2006	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU660403	Dengue (denv1)	DENV_1/VN/BID_V1502/2006	Henn et al	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024438	Dengue (denv1)	DENV_1/VN/BID_V1579/2007	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU726782	Dengue (denv1)	DENV_1/VN/BID_V1559/2007	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182025	Dengue (denv1)	DENV_1/VN/BID_V1646/2007	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482494	Dengue (denv1)	DENV_1/VN/BID_V949/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482497	Dengue (denv1)	DENV_1/VN/BID_V952/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677166	Dengue (denv1)	DENV_1/VN/BID_V1541/2007	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205884	Dengue (denv1)	DENV_1/VN/BID_V1698/2007	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482498	Dengue (denv1)	DENV_1/VN/BID_V953/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024462	Dengue (denv1)	DENV_1/VN/BID_V1700/2007	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482511	Dengue (denv1)	DENV_1/VN/BID_V966/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
LC428069	Dengue (denv1)	03_HD_022	?			Genbank
LC428078	Dengue (denv1)	04_HD_010	?			Genbank
KX595191	Dengue (denv1)	Hue265/2013	?			Genbank
FJ182029	Dengue (denv1)	DENV_1/VN/BID_V1658/2007	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199794	Dengue (denv1)	DENV_1/VN/BID_V2770/2007	?			Genbank
KF921947	Dengue (denv1)	DENV_1/VN/BID_V3954/2008	Zody et al	Direct Submission	Submitted (02-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HM488256	Dengue (denv1)	DENV_1/VN/BID_V4035/2008	Henn et al	Direct Submission	Submitted (21-MAY-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131776	Dengue (denv1)	DENV_1/VN/BID_V4014/2008	?			Genbank
KY926848	Dengue (denv1)	PF13/190813_45	Lequime et al	Full-genome dengue virus sequencing in mosquito saliva shows lack of convergent positive selection during transmission by Aedes aegypti	Virus Evol 3 (2), vex031 (2017)	Genbank
MG877555	Dengue (denv1)	Ncal2013	Fontaine et al	Epidemiological significance of dengue virus genetic variation in mosquito infection dynamics	PLoS Pathog. 14 (7), e1007187 (2018)	Genbank
LC428076	Dengue (denv1)	03_HD_014	?			Genbank
LC428061	Dengue (denv1)	03_HD_009	?			Genbank
LC428075	Dengue (denv1)	03_HD_002	?			Genbank
LC428077	Dengue (denv1)	01_TN_088	?			Genbank
LC428063	Dengue (denv1)	03_HD_019	?			Genbank
LC428070	Dengue (denv1)	04_HD_009	?			Genbank
LC428067	Dengue (denv1)	01_TN_078	?			Genbank
LC428074	Dengue (denv1)	01_TN_081	?			Genbank
LC428064	Dengue (denv1)	09_HD_019	?			Genbank
LC428068	Dengue (denv1)	01_TN_087	?			Genbank
LC428065	Dengue (denv1)	01_PK_90_L2	?			Genbank
LC428066	Dengue (denv1)	01_TN_083	?			Genbank
FJ906963	Dengue (denv1)	DENV_1/VN/BID_V2735/2007	?			Genbank
EU677174	Dengue (denv1)	DENV_1/VN/BID_V1550/2007	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131824	Dengue (denv1)	DENV_1/VN/BID_V4076/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
LC428072	Dengue (denv1)	09_HD_013	?			Genbank
LC428057	Dengue (denv1)	11_HD_006	?			Genbank
LC428060	Dengue (denv1)	04_HD_007	?			Genbank
LC428058	Dengue (denv1)	01_TN_091	?			Genbank
LC428071	Dengue (denv1)	03_HD_006	?			Genbank
LC428055	Dengue (denv1)	11_HD_001	?			Genbank
LC428053	Dengue (denv1)	04_HD_015	?			Genbank
MF033239	Dengue (denv1)	V44137	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
LC428056	Dengue (denv1)	04_HD_018	?			Genbank
MF033254	Dengue (denv1)	V25657	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MK905537	Dengue (denv1)	Henan201903	Du et al	Dengue virus isolation and complete genome sequences analysis from an imported case in henan province	Unpublished	Genbank
MN444624	Dengue (denv1)	LSDFV02	?			Genbank
LC428054	Dengue (denv1)	11_HD_004	?			Genbank
LC428080	Dengue (denv1)	08_HD_001	?			Genbank
LC428073	Dengue (denv1)	01_TN_076	?			Genbank
LC428062	Dengue (denv1)	01_TN_077	?			Genbank
LC428059	Dengue (denv1)	01_TN_040	?			Genbank
LC428079	Dengue (denv1)	01_TN_056	?			Genbank
KC172832	Dengue (denv1)	LNT1128_Laos_2009	Dubot-Peres et al	An epidemic of dengue-1 in a remote village in rural laos	PLoS Negl Trop Dis 7 (8), E2360 (2013)	Genbank
HG316481	Dengue (denv1)	KDH0026A	Fansiri et al	Genetic Mapping of Specific Interactions between Aedes aegypti Mosquitoes and Dengue Viruses	PLoS Genet. 9 (8), E1003621 (2013)	Genbank
KU509256	Dengue (denv1)	DENV1_384	?			Genbank
FJ687431	Dengue (denv1)	DENV_1/TH/BID_V2275/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687429	Dengue (denv1)	DENV_1/TH/BID_V2272/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850068	Dengue (denv1)	DENV_1/TH/BID_V2273/2001	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687426	Dengue (denv1)	DENV_1/TH/BID_V2269/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687427	Dengue (denv1)	DENV_1/TH/BID_V2270/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687428	Dengue (denv1)	DENV_1/TH/BID_V2271/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
AY732482	Dengue (denv1)	ThD1_0049_01	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
AY732479	Dengue (denv1)	ThD1_0102_01	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
KY849741	Dengue (denv1)	SV68	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
AY835999	Dengue (denv1)	ZJ01/2004	Lu et al	Isolation and identification of Dengue virus type 1 isolate ZJ01/2004 from Zhejiang, China	Unpublished	Genbank
DQ836632	Dengue (denv1)	UNKNOWN_DQ836632	Xu et al	An outbreak of dengue virus serotype 1 infection in Cixi, Ningbo, People's Republic of China, 2004, associated with a traveler from Thailand and high density of Aedes albopictus	Am. J. Trop. Med. Hyg. 76 (6), 1182-1188 (2007)	Genbank
GU131709	Dengue (denv1)	DENV_1/VN/BID_V3874/2008	?			Genbank
GU131711	Dengue (denv1)	DENV_1/VN/BID_V3878/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131773	Dengue (denv1)	DENV_1/VN/BID_V4009/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410286	Dengue (denv1)	DENV_1/VN/BID_V1974/2008	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KY849734	Dengue (denv1)	UI18014	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849735	Dengue (denv1)	UI18022	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849733	Dengue (denv1)	UI17968	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849731	Dengue (denv1)	UI17517	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849726	Dengue (denv1)	UI15219	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849702	Dengue (denv1)	UI17524	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849703	Dengue (denv1)	LNT1660	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849728	Dengue (denv1)	UI15711	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849725	Dengue (denv1)	UI15040	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849739	Dengue (denv1)	UI18608	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849736	Dengue (denv1)	UI18058	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849732	Dengue (denv1)	UI17578	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849737	Dengue (denv1)	UI18560	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849724	Dengue (denv1)	UI14612	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849729	Dengue (denv1)	UI15814	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849730	Dengue (denv1)	UI17443	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849747	Dengue (denv1)	UI17268	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849738	Dengue (denv1)	UI18600	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849746	Dengue (denv1)	UI14881	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
AB608787	Dengue (denv1)	SDDF1543	Chu et al	Spatiotemporal dynamics and epistatic interaction sites in dengue virus type 1: a comprehensive sequence-based analysis	PLoS ONE 8 (9), E74165 (2013)	Genbank
FJ176779	Dengue (denv1)	DEN1/GZ/OY	Chen et al	The origin of dengue viruses caused the DF outbreak in Guangdong province, China, in 2006	Infect. Genet. Evol. 11 (5), 1183-1187 (2011)	Genbank
FJ196844	Dengue (denv1)	GD02/06	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
KT827365	Dengue (denv1)	GZ/6553/D1/2006	Bai et al	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	Genbank
KX225491	Dengue (denv1)	GZ8_A3795/M/GZ/2006/DEV1	Zhao et al	Complete genome sequencing of dengue virus isolate in Guangzhou, China	Unpublished	Genbank
MF033202	Dengue (denv1)	V35737	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KY672943	Dengue (denv1)	DENV_1/China/YN/YNH12_2013_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
KX225490	Dengue (denv1)	GZ8_67/S/Baiyun/2013/DEV1	Zhao et al	Complete genome sequencing of dengue virus isolate in Guangzhou, China	Unpublished	Genbank
KY672932	Dengue (denv1)	DENV_1/China/YN/15DGR7_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
KY672931	Dengue (denv1)	DENV_1/China/YN/15DGR4_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
KJ806941	Dengue (denv1)	SG_EHI_D1/09717Y13	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
KY672936	Dengue (denv1)	DENV_1/China/YN/LC1502_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
KY672934	Dengue (denv1)	DENV_1/China/YN/GM1502_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
